sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level,risk_label
BASKETBALL,72.93,111.38,61.23,158.72,42.3,150.4,60.01,1,1,1,1,3,critical
TENNIS,114.64,135.0,94.31,177.13,42.88,160.59,49.27,1,1,1,1,2,high
RUGBY,91.0,115.5,71.14,149.69,58.27,159.89,68.49,0,1,1,1,2,high
SWIMMING,140.07,152.33,95.27,147.52,13.98,168.32,99.19,0,0,0,0,0,low
BASKETBALL,125.01,153.71,112.74,63.53,15.59,175.82,94.61,0,0,0,0,0,low
BASKETBALL,115.47,151.12,117.87,107.54,10.49,162.54,77.87,0,1,0,1,1,moderate
AMERICAN_FOOTBALL,88.44,110.59,76.62,148.2,38.16,153.9,54.4,1,1,1,1,2,high
CRICKET,86.76,116.53,54.75,179.63,42.25,154.26,48.95,0,1,1,1,2,high
OTHER,103.37,121.92,66.52,153.85,30.71,152.62,54.99,0,1,1,1,2,high
BASKETBALL,66.1,106.38,55.17,165.29,30.47,151.28,45.95,1,1,1,1,3,critical
GYMNASTICS,96.16,94.61,142.29,168.94,29.7,156.21,74.33,0,1,0,1,1,moderate
RUGBY,127.05,138.71,120.84,98.41,32.06,174.21,87.0,0,0,1,0,0,low
BOXING,101.29,99.26,84.88,167.14,42.24,144.34,32.49,1,1,1,1,3,critical
BASEBALL,110.92,125.25,48.1,177.87,38.16,146.52,50.37,0,1,1,1,2,high
TRACK,88.11,121.62,38.28,119.55,34.42,149.49,53.73,1,1,1,1,3,critical
BADMINTON,120.55,131.51,102.67,160.15,34.42,165.68,79.02,0,0,1,1,1,moderate
BASEBALL,97.35,127.7,57.0,177.92,47.64,159.15,45.6,1,1,1,1,2,high
RUGBY,89.34,108.34,71.45,139.37,46.55,155.94,64.57,0,1,1,1,2,high
BASKETBALL,112.81,144.55,103.83,126.26,23.18,163.84,75.42,0,1,0,1,1,moderate
HOCKEY,125.34,119.99,102.3,95.28,24.82,168.9,91.01,0,0,0,0,0,low
WRESTLING,71.85,120.69,90.41,129.43,43.37,162.41,69.18,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,85.01,95.89,61.5,151.21,60.63,144.97,46.36,0,1,1,1,3,critical
BASKETBALL,128.72,159.7,122.56,80.98,10.72,169.61,96.3,0,0,0,0,0,low
VOLLEYBALL,129.81,150.2,139.31,121.47,8.89,170.19,88.59,0,0,0,0,0,low
TENNIS,116.82,126.47,83.59,176.47,47.96,161.88,49.24,0,1,1,1,2,high
BASKETBALL,101.41,140.92,99.7,113.22,22.58,166.14,78.44,0,0,0,1,1,moderate
OTHER,87.43,104.65,56.45,154.07,46.46,150.89,54.18,1,1,1,1,3,critical
TRACK,114.23,160.97,72.74,68.47,13.2,168.55,78.54,0,0,0,1,1,moderate
SOCCER,139.02,141.17,121.85,114.05,18.06,167.37,87.38,0,0,0,0,1,moderate
OTHER,98.12,108.86,92.06,127.7,42.1,152.93,60.66,0,1,1,1,2,high
SWIMMING,110.28,125.83,77.7,176.62,28.86,157.83,72.75,0,1,0,1,2,high
SWIMMING,88.9,111.7,41.44,181.58,38.33,143.7,60.43,1,1,1,1,3,critical
OTHER,123.65,131.4,112.61,97.77,31.54,161.38,68.23,0,1,1,1,1,moderate
WRESTLING,111.62,140.8,128.7,121.28,30.02,166.0,89.82,0,0,1,0,0,low
BASEBALL,155.69,161.09,98.82,164.76,16.11,171.91,79.59,0,0,0,1,0,low
WRESTLING,114.55,121.44,117.49,95.29,38.89,163.24,69.69,0,1,1,1,0,low
CYCLING,124.51,133.07,121.92,76.17,25.74,167.44,81.0,0,0,0,0,1,moderate
SOCCER,117.29,165.06,137.34,100.22,22.12,163.93,79.31,0,1,0,1,1,moderate
AMERICAN_FOOTBALL,120.84,138.47,110.76,110.99,36.4,163.14,74.12,0,1,1,1,1,moderate
TENNIS,116.54,140.84,124.02,175.93,26.49,163.24,66.0,0,1,0,1,1,moderate
TENNIS,85.64,102.48,57.45,182.84,50.54,149.15,46.25,1,1,1,1,3,critical
AMERICAN_FOOTBALL,66.0,96.11,54.36,140.88,61.76,146.88,50.72,1,1,1,1,3,critical
BASKETBALL,93.18,124.92,83.96,146.76,35.63,163.04,68.57,1,1,1,1,2,high
CRICKET,86.53,108.8,74.03,178.35,32.14,162.09,55.91,0,1,1,1,2,high
CRICKET,63.33,89.14,48.72,178.24,54.29,145.54,47.17,1,1,1,1,3,critical
TRACK,78.02,107.79,36.4,108.06,34.94,144.81,51.01,1,1,1,1,3,critical
TRACK,112.88,131.49,51.72,86.45,23.3,161.63,70.76,0,1,0,1,2,high
SOCCER,78.4,107.27,83.35,121.86,40.62,138.71,58.72,1,1,1,1,3,critical
SWIMMING,80.72,119.61,49.4,182.52,48.78,147.89,57.58,1,1,1,1,3,critical
CRICKET,69.05,116.44,88.01,176.61,40.57,148.73,48.11,0,1,1,1,2,high
AMERICAN_FOOTBALL,119.14,139.76,76.18,125.16,31.66,164.43,83.87,0,1,1,0,1,moderate
CYCLING,147.79,156.19,123.67,71.23,24.43,168.27,90.41,0,0,0,0,0,low
HOCKEY,78.07,84.61,46.87,145.86,57.73,142.74,43.51,0,1,1,1,3,critical
SWIMMING,145.23,160.64,105.38,143.33,9.67,170.17,95.33,0,0,0,0,0,low
BOXING,146.63,170.46,132.06,102.77,14.98,177.74,88.16,0,0,0,0,0,low
CRICKET,47.27,101.67,58.96,184.18,60.56,138.06,48.54,0,1,1,1,3,critical
CYCLING,138.16,156.99,124.22,76.86,14.8,171.59,94.28,0,0,0,0,0,low
CYCLING,104.46,125.87,72.97,99.68,36.44,160.06,62.02,1,1,1,1,2,high
BASKETBALL,122.15,143.36,113.05,116.07,12.79,168.91,80.68,0,0,0,0,1,moderate
TENNIS,128.49,138.12,101.72,175.85,28.83,166.2,70.26,0,0,1,1,1,moderate
SOCCER,138.84,157.74,126.09,62.1,8.88,178.78,87.66,0,0,0,0,0,low
BOXING,84.89,103.53,94.52,174.56,55.71,152.59,48.96,1,1,1,1,3,critical
TRACK,75.38,111.12,35.12,117.97,39.03,147.93,67.9,1,1,1,1,3,critical
BOXING,97.11,110.0,78.77,168.52,47.65,145.1,40.87,0,1,1,1,3,critical
BASEBALL,125.02,139.07,94.5,174.24,29.04,162.25,65.54,0,1,0,1,1,moderate
RUGBY,69.05,88.43,53.42,164.38,63.43,147.73,42.09,1,1,1,1,3,critical
AMERICAN_FOOTBALL,77.16,106.26,39.41,150.38,58.87,136.78,47.53,1,1,1,1,3,critical
HOCKEY,100.62,126.35,86.68,111.23,39.29,168.62,80.81,0,0,1,0,1,moderate
BADMINTON,71.48,98.49,45.1,184.07,46.38,148.29,42.75,1,1,1,1,3,critical
VOLLEYBALL,123.86,153.37,135.01,119.06,15.26,169.23,92.73,0,0,0,0,0,low
BASKETBALL,136.33,151.01,130.23,75.25,17.81,172.04,89.61,0,0,0,0,0,low
OTHER,110.46,115.52,84.7,134.64,28.87,162.79,62.85,0,1,0,1,2,high
SWIMMING,109.64,135.1,69.37,172.2,30.07,154.16,66.44,0,1,1,1,2,high
SOCCER,138.21,154.22,130.31,76.49,8.52,169.87,91.96,0,0,0,0,0,low
SOCCER,94.72,138.48,107.89,108.53,31.98,156.81,75.06,0,1,1,1,2,high
TENNIS,123.22,150.86,109.98,174.72,25.65,164.79,76.32,0,1,0,1,1,moderate
OTHER,139.84,152.17,139.07,101.86,12.33,168.68,94.49,0,0,0,0,0,low
GYMNASTICS,46.22,68.14,64.91,185.0,60.67,139.71,51.22,1,1,1,1,3,critical
BASEBALL,133.99,127.32,75.42,177.34,33.28,162.47,71.69,0,1,1,1,1,moderate
BASKETBALL,123.53,151.49,130.98,93.95,9.88,173.54,92.39,0,0,0,0,0,low
SOCCER,85.16,117.7,68.81,137.94,35.32,146.94,46.47,0,1,1,1,3,critical
BASEBALL,100.76,113.48,63.34,177.7,49.07,149.73,52.08,1,1,1,1,2,high
BASKETBALL,61.11,102.5,60.83,142.88,18.86,153.37,43.21,1,1,0,1,3,critical
BOXING,130.38,134.85,150.3,110.38,29.08,157.63,71.25,0,1,0,1,1,moderate
OTHER,100.36,110.17,93.09,127.42,34.63,163.39,61.48,0,1,1,1,2,high
HOCKEY,120.23,139.68,110.0,91.06,26.12,165.33,84.75,0,0,0,0,0,low
BASEBALL,130.32,153.31,69.59,166.33,34.44,162.54,70.36,0,1,1,1,1,moderate
CYCLING,111.16,123.27,86.35,97.66,54.68,153.14,66.12,0,1,1,1,2,high
GYMNASTICS,80.22,87.76,129.21,161.2,31.97,152.94,83.65,0,1,1,0,1,moderate
WRESTLING,64.57,81.69,76.45,159.39,71.89,145.62,39.12,0,1,1,1,2,high
CYCLING,130.13,144.1,123.49,66.25,24.92,173.65,91.86,0,0,0,0,0,low
BASEBALL,86.38,106.17,46.88,181.95,57.79,143.29,46.52,1,1,1,1,3,critical
OTHER,140.26,156.16,113.64,76.85,10.05,175.92,82.22,0,0,0,0,0,low
BASKETBALL,110.55,117.51,97.33,114.48,23.77,167.71,78.06,0,0,0,1,1,moderate
HOCKEY,90.16,106.93,70.94,150.22,46.27,147.99,46.44,1,1,1,1,2,high
GYMNASTICS,56.18,58.16,108.65,182.79,54.22,150.09,78.49,0,1,1,1,2,high
WRESTLING,131.27,120.92,122.66,120.45,20.4,170.35,83.28,0,0,0,0,0,low
RUGBY,67.84,98.77,36.62,156.8,64.68,140.8,48.31,1,1,1,1,3,critical
CYCLING,138.37,154.92,122.01,60.8,19.15,168.03,90.43,0,0,0,0,0,low
RUGBY,73.09,87.58,47.32,163.95,68.19,135.21,48.34,1,1,1,1,3,critical
TRACK,102.68,130.73,45.9,112.82,29.21,158.41,75.73,1,1,0,1,2,high
AMERICAN_FOOTBALL,62.91,103.14,55.33,139.52,59.45,134.46,47.11,0,1,1,1,3,critical
TENNIS,127.23,153.58,140.18,155.57,24.07,167.36,85.48,0,0,0,0,0,low
HOCKEY,67.65,84.81,63.45,136.45,66.53,136.88,43.6,1,1,1,1,3,critical
HOCKEY,83.81,110.95,65.54,119.83,54.89,155.64,56.95,0,1,1,1,2,high
BADMINTON,75.04,101.51,55.96,181.59,48.99,145.08,44.71,1,1,1,1,3,critical
OTHER,100.83,124.91,75.38,133.5,32.25,157.53,51.12,0,1,1,1,2,high
GYMNASTICS,98.85,104.92,137.38,175.27,52.65,155.1,84.21,0,1,1,0,1,moderate
TRACK,87.41,122.75,42.23,118.16,29.04,142.47,63.99,1,1,1,1,3,critical
VOLLEYBALL,66.3,100.72,60.62,182.93,37.0,140.15,45.55,0,1,1,1,3,critical
CYCLING,120.09,144.9,107.76,68.17,33.33,164.01,83.2,0,1,1,0,1,moderate
TRACK,80.29,114.28,37.21,118.98,34.14,158.8,57.26,0,1,1,1,3,critical
OTHER,122.92,120.57,106.91,107.65,21.01,164.72,83.03,0,1,1,0,1,moderate
AMERICAN_FOOTBALL,104.24,119.76,63.41,143.22,49.97,156.18,59.97,1,1,1,1,2,high
TRACK,131.7,145.86,73.74,89.06,21.53,165.71,84.57,0,0,0,0,1,moderate
OTHER,129.04,138.01,84.38,118.45,19.84,158.89,81.93,0,1,0,0,1,moderate
OTHER,128.5,138.05,110.7,119.48,17.63,159.5,74.95,0,1,0,1,1,moderate
RUGBY,90.71,109.84,61.84,142.02,51.36,157.04,65.02,0,1,1,1,2,high
BASEBALL,84.79,104.13,35.37,184.03,56.55,146.09,30.49,1,1,1,1,3,critical
TRACK,143.18,163.77,103.41,63.79,9.18,170.19,93.06,0,0,0,0,0,low
SOCCER,134.12,150.9,134.35,82.15,12.55,171.59,95.2,0,0,0,0,0,low
TRACK,90.74,114.71,38.7,131.85,30.84,147.54,53.96,1,1,1,1,3,critical
AMERICAN_FOOTBALL,94.84,109.29,85.34,134.64,51.32,156.68,51.73,0,1,1,1,2,high
RUGBY,143.95,160.58,120.95,103.25,21.05,168.86,87.52,0,0,0,0,0,low
RUGBY,102.38,141.59,84.94,118.88,39.62,162.61,56.72,0,1,1,1,1,moderate
TENNIS,153.5,158.03,136.73,158.15,23.09,167.81,89.86,0,0,0,0,0,low
OTHER,143.85,141.69,137.44,94.29,10.04,177.99,96.47,0,0,0,0,0,low
BOXING,111.83,117.0,128.36,132.69,34.25,153.33,50.19,0,1,1,1,2,high
GYMNASTICS,118.23,115.03,126.91,152.17,19.38,168.08,83.7,0,0,0,0,0,low
CRICKET,126.69,149.44,112.73,143.15,19.79,168.68,83.15,0,0,0,0,0,low
BASEBALL,100.48,108.86,38.22,183.41,49.14,148.09,41.14,1,1,1,1,3,critical
CYCLING,82.55,120.73,57.04,119.73,50.51,147.33,57.92,0,1,1,1,3,critical
SWIMMING,153.79,161.89,112.5,141.0,10.97,170.79,93.16,0,0,0,0,0,low
VOLLEYBALL,104.54,135.74,104.34,153.53,23.03,165.81,74.76,0,0,0,1,1,moderate
VOLLEYBALL,69.53,106.68,65.17,172.23,52.95,139.98,59.61,1,1,1,1,3,critical
VOLLEYBALL,106.28,127.12,118.97,133.14,26.38,160.17,82.83,0,1,0,0,1,moderate
WRESTLING,74.41,81.18,75.24,150.49,59.14,155.52,58.21,0,1,1,1,2,high
TENNIS,86.89,119.25,101.2,178.06,38.31,154.74,62.73,1,1,1,1,2,high
RUGBY,105.57,138.37,92.83,115.93,35.29,169.42,80.09,0,0,1,0,1,moderate
SOCCER,106.19,138.27,148.82,93.22,19.02,169.79,74.25,0,0,0,1,1,moderate
TRACK,85.5,125.1,37.95,122.7,26.87,151.8,60.48,1,1,1,1,3,critical
BOXING,104.8,124.27,97.45,143.56,42.32,156.28,57.69,0,1,1,1,2,high
TRACK,72.2,106.9,43.18,111.11,40.29,146.68,56.26,1,1,1,1,3,critical
HOCKEY,121.23,150.61,121.64,103.76,34.7,170.05,85.38,0,0,1,0,0,low
GYMNASTICS,73.58,96.16,129.58,173.14,43.96,154.98,73.9,0,1,1,1,1,moderate
CRICKET,97.6,129.78,97.89,160.04,27.37,160.93,75.01,0,1,0,1,1,moderate
BASKETBALL,68.86,130.16,61.08,144.06,35.13,138.87,57.55,0,1,1,1,3,critical
HOCKEY,73.95,87.19,55.8,143.05,74.46,138.03,52.9,1,1,1,1,3,critical
TRACK,100.44,132.29,60.9,81.49,28.93,160.6,66.59,1,1,0,1,2,high
TRACK,82.18,110.18,41.66,115.78,30.62,155.14,59.14,1,1,1,1,3,critical
BASEBALL,105.77,116.58,59.73,179.71,39.09,149.9,47.25,0,1,1,1,2,high
VOLLEYBALL,81.59,136.34,72.54,165.4,23.43,154.12,72.52,0,1,1,1,2,high
BASKETBALL,108.63,139.47,82.91,113.92,21.55,169.83,75.3,0,0,0,1,1,moderate
BASKETBALL,144.84,156.57,115.84,70.66,10.95,170.99,95.84,0,0,0,0,0,low
TENNIS,138.78,153.59,119.62,150.88,13.85,168.72,84.0,0,0,0,0,0,low
RUGBY,90.71,121.02,73.27,136.03,48.31,154.58,65.42,0,1,1,1,2,high
RUGBY,67.57,95.17,59.46,155.39,60.1,135.91,39.04,1,1,1,1,3,critical
HOCKEY,54.31,77.06,43.47,143.75,63.22,136.15,41.98,0,1,1,1,3,critical
BADMINTON,113.47,126.79,86.71,158.8,27.67,162.49,76.29,0,1,0,1,1,moderate
BADMINTON,89.07,106.86,68.56,178.02,35.24,154.3,60.76,0,1,1,1,2,high
WRESTLING,54.17,70.6,63.45,158.95,66.11,139.41,21.63,1,1,1,1,3,critical
SOCCER,96.77,128.77,104.7,112.9,33.1,156.53,67.07,0,1,1,1,2,high
OTHER,130.74,160.08,108.18,95.75,8.42,166.5,81.25,0,0,0,0,0,low
OTHER,90.61,121.35,84.83,134.52,36.19,162.24,60.67,0,1,1,1,2,high
GYMNASTICS,69.7,87.32,87.57,181.96,44.29,142.59,62.44,0,1,1,1,2,high
GYMNASTICS,37.99,57.88,76.07,183.93,81.47,143.28,64.27,0,1,1,1,3,critical
AMERICAN_FOOTBALL,121.58,150.8,120.2,90.38,28.31,175.96,84.55,0,0,0,0,0,low
GYMNASTICS,53.0,94.49,100.24,185.0,63.22,158.56,61.39,1,1,1,1,2,high
GYMNASTICS,100.79,123.29,159.08,182.34,40.19,172.31,93.25,0,0,1,0,0,low
OTHER,117.26,132.28,99.08,118.78,27.49,160.84,76.78,0,1,0,1,1,moderate
CRICKET,81.34,111.67,69.87,180.01,53.76,150.68,63.02,0,1,1,1,2,high
BASEBALL,132.55,130.14,73.33,171.29,29.37,162.24,73.6,0,1,0,1,1,moderate
GYMNASTICS,35.87,59.87,78.83,185.0,82.56,150.31,46.59,1,1,1,1,3,critical
BASEBALL,134.46,157.52,95.95,168.67,17.78,170.96,78.25,0,0,0,1,0,low
TRACK,137.54,172.8,93.09,68.43,9.7,172.37,95.08,0,0,0,0,0,low
HOCKEY,97.3,101.21,74.31,120.53,49.2,148.69,54.5,1,1,1,1,2,high
RUGBY,85.48,89.73,38.19,150.51,53.22,143.97,51.29,1,1,1,1,3,critical
TENNIS,109.76,134.52,100.98,170.71,33.65,163.65,59.47,0,1,1,1,1,moderate
VOLLEYBALL,95.67,119.49,110.2,147.91,20.91,163.34,72.99,0,1,0,1,1,moderate
BADMINTON,87.88,96.05,45.62,178.82,46.07,142.76,42.77,1,1,1,1,3,critical
TENNIS,129.25,136.66,109.12,170.38,31.25,165.79,72.54,0,0,1,1,1,moderate
SWIMMING,66.33,110.57,50.19,178.77,39.32,152.68,63.73,1,1,1,1,3,critical
TENNIS,84.07,113.78,57.48,175.81,46.37,137.86,33.44,1,1,1,1,3,critical
HOCKEY,107.6,107.75,95.24,92.25,37.97,158.57,64.26,0,1,1,1,1,moderate
HOCKEY,116.33,135.97,121.39,86.18,34.06,169.98,88.84,0,0,1,0,0,low
RUGBY,124.56,128.44,95.38,121.66,36.76,164.86,74.05,0,1,1,1,1,moderate
BASEBALL,116.17,112.21,60.82,184.08,47.53,149.21,55.78,1,1,1,1,2,high
WRESTLING,56.47,102.0,72.98,140.1,64.46,140.25,42.7,0,1,1,1,2,high
WRESTLING,62.58,86.44,65.33,143.96,56.17,147.21,50.18,1,1,1,1,2,high
SOCCER,132.65,162.83,143.29,77.04,15.44,173.26,90.95,0,0,0,0,0,low
TRACK,134.55,161.86,87.77,61.47,8.62,169.58,97.48,0,0,0,0,0,low
AMERICAN_FOOTBALL,79.92,103.67,61.09,167.58,60.38,141.46,39.73,1,1,1,1,3,critical
CYCLING,147.09,162.43,123.91,74.9,18.37,170.36,89.85,0,0,0,0,0,low
BADMINTON,70.47,108.56,51.49,185.0,57.32,139.86,33.67,1,1,1,1,3,critical
BOXING,79.35,116.8,89.5,169.23,50.58,137.44,41.67,1,1,1,1,3,critical
TENNIS,77.89,106.72,61.58,185.0,54.57,145.33,40.57,1,1,1,1,3,critical
RUGBY,129.96,144.14,83.81,102.2,18.82,170.29,89.77,0,0,0,0,0,low
TRACK,135.54,169.76,66.87,68.17,11.31,173.84,93.26,0,0,0,0,0,low
CYCLING,76.38,103.16,56.37,122.16,50.78,151.97,57.92,1,1,1,1,3,critical
CRICKET,108.31,142.38,120.96,168.1,14.84,164.22,83.97,0,1,0,0,0,low
WRESTLING,109.87,106.57,107.54,115.61,29.66,170.54,69.99,0,0,0,1,0,low
SWIMMING,131.67,163.37,129.63,157.04,15.02,178.49,86.61,0,0,0,0,0,low
BADMINTON,104.29,145.21,91.58,150.73,26.53,161.49,75.56,0,1,0,1,1,moderate
SOCCER,103.59,132.45,119.34,89.19,31.0,159.24,66.93,0,1,1,1,2,high
TENNIS,106.82,130.64,90.14,175.13,37.67,152.21,61.46,0,1,1,1,2,high
GYMNASTICS,60.63,65.46,99.12,180.19,51.36,152.84,66.78,1,1,1,1,2,high
VOLLEYBALL,130.23,145.75,122.78,124.81,8.95,172.69,93.8,0,0,0,0,0,low
BASEBALL,151.77,141.07,88.73,155.59,21.69,170.9,83.96,0,0,0,0,0,low
CYCLING,83.53,95.26,62.94,106.55,58.58,153.71,59.94,0,1,1,1,3,critical
BASKETBALL,139.01,153.12,106.72,120.88,12.24,172.04,91.9,0,0,0,0,0,low
TRACK,104.83,134.27,62.53,99.35,23.74,159.09,67.42,0,1,0,1,2,high
BOXING,89.79,96.34,87.44,149.77,54.05,150.78,54.22,1,1,1,1,3,critical
BOXING,89.62,117.85,82.16,161.89,53.08,150.15,48.74,1,1,1,1,3,critical
BADMINTON,124.45,149.06,89.91,159.23,20.03,162.53,76.38,0,1,0,1,1,moderate
TENNIS,143.44,152.77,136.11,166.6,17.43,168.94,80.44,0,0,0,0,0,low
GYMNASTICS,104.47,97.96,146.56,168.77,19.76,170.64,80.39,0,0,0,0,0,low
BOXING,103.4,119.8,112.74,124.24,34.47,154.29,62.15,1,1,1,1,2,high
OTHER,86.96,99.25,69.18,150.91,49.79,151.66,47.05,1,1,1,1,3,critical
CYCLING,132.83,142.38,110.84,104.67,33.0,166.04,89.93,0,0,1,0,1,moderate
AMERICAN_FOOTBALL,125.87,144.37,119.7,86.29,29.2,171.47,82.55,0,0,0,0,0,low
CRICKET,94.88,129.4,78.86,169.45,33.26,163.5,67.15,0,1,1,1,1,moderate
BADMINTON,101.02,128.51,81.79,175.45,36.26,156.29,54.69,1,1,1,1,2,high
VOLLEYBALL,131.0,161.25,125.31,134.56,7.72,172.27,91.31,0,0,0,0,0,low
CYCLING,119.46,136.52,96.45,75.45,22.16,169.83,82.65,0,0,0,0,1,moderate
BASKETBALL,79.62,134.42,85.57,137.86,34.94,158.67,76.76,0,1,1,1,2,high
CRICKET,57.0,87.06,53.77,184.51,56.88,139.79,39.78,1,1,1,1,3,critical
BASEBALL,74.39,95.15,41.12,185.0,54.09,148.26,40.72,1,1,1,1,3,critical
SOCCER,80.14,113.7,87.52,140.19,42.73,147.85,51.46,1,1,1,1,3,critical
GYMNASTICS,59.32,62.55,117.43,176.17,59.01,149.37,59.83,1,1,1,1,2,high
TRACK,129.0,162.22,69.3,76.21,18.12,165.8,77.93,0,0,0,1,1,moderate
WRESTLING,83.01,96.36,88.01,124.75,39.24,166.17,69.91,0,0,1,1,1,moderate
BADMINTON,62.33,95.85,46.65,177.4,50.88,149.07,36.63,1,1,1,1,3,critical
BASKETBALL,116.2,151.06,107.85,93.77,8.37,167.76,97.86,0,0,0,0,0,low
VOLLEYBALL,128.88,155.51,120.93,132.14,8.97,170.08,87.06,0,0,0,0,0,low
BASKETBALL,69.62,114.8,59.83,144.66,48.76,148.7,57.4,0,1,1,1,3,critical
CRICKET,100.44,125.47,99.53,163.05,31.25,160.09,72.34,0,1,1,1,1,moderate
GYMNASTICS,37.42,48.91,87.53,185.0,49.05,136.02,47.77,1,1,1,1,3,critical
BOXING,121.01,133.91,114.78,152.39,35.79,163.09,54.42,1,1,1,1,2,high
BOXING,148.94,148.09,170.78,94.28,11.62,168.43,85.18,0,0,0,0,0,low
TENNIS,77.55,97.15,56.7,178.51,53.25,149.75,36.08,1,1,1,1,3,critical
BOXING,112.8,122.5,117.42,137.67,42.02,162.16,60.61,1,1,1,1,2,high
BADMINTON,79.14,109.1,85.67,171.26,40.85,157.18,57.03,0,1,1,1,2,high
BASKETBALL,71.47,112.88,40.61,157.63,38.52,144.49,52.74,1,1,1,1,3,critical
BOXING,127.93,130.97,117.58,131.38,23.02,163.32,73.38,0,1,0,1,1,moderate
BASEBALL,115.67,119.83,41.39,181.89,44.43,159.62,57.49,1,1,1,1,2,high
VOLLEYBALL,127.83,154.26,139.46,130.09,16.04,161.4,87.96,0,1,0,0,0,low
HOCKEY,143.47,136.28,120.74,95.04,25.26,174.08,88.16,0,0,0,0,0,low
WRESTLING,60.56,78.89,75.87,154.42,64.86,156.85,54.33,1,1,1,1,2,high
AMERICAN_FOOTBALL,117.22,146.33,93.05,120.47,28.34,168.67,81.73,0,0,0,0,1,moderate
OTHER,116.81,147.66,105.65,130.69,20.35,167.34,73.85,0,0,0,1,1,moderate
GYMNASTICS,91.34,130.8,142.31,158.97,23.86,173.24,85.54,0,0,0,0,0,low
SWIMMING,99.26,124.78,63.14,185.0,31.65,142.41,61.64,1,1,1,1,3,critical
OTHER,146.13,147.34,118.59,94.64,12.81,172.68,84.06,0,0,0,0,0,low
BASKETBALL,71.8,101.49,58.57,164.02,44.57,148.65,56.5,0,1,1,1,3,critical
AMERICAN_FOOTBALL,69.4,97.19,64.65,169.22,69.43,153.09,29.45,0,1,1,1,3,critical
CRICKET,138.58,140.52,109.84,149.37,26.36,173.11,85.29,0,0,0,0,0,low
SOCCER,126.39,136.87,121.3,83.33,22.21,165.01,84.61,0,0,0,0,1,moderate
HOCKEY,107.08,127.01,115.65,95.34,45.75,158.93,74.76,0,1,1,1,1,moderate
BASKETBALL,93.53,125.23,78.5,131.46,34.96,160.67,74.57,1,1,1,1,2,high
TENNIS,141.17,156.67,140.02,154.94,20.45,168.62,76.73,0,0,0,1,0,low
VOLLEYBALL,80.18,109.85,65.24,179.08,54.29,138.83,39.57,1,1,1,1,3,critical
HOCKEY,91.79,108.72,81.61,125.49,52.49,150.88,59.08,0,1,1,1,2,high
BASEBALL,144.36,145.95,103.96,169.12,16.63,170.03,84.18,0,0,0,0,0,low
BASKETBALL,111.88,124.12,97.33,114.4,19.4,161.85,84.23,0,1,0,0,1,moderate
BASKETBALL,78.21,107.92,57.58,156.6,41.21,148.42,37.36,1,1,1,1,3,critical
VOLLEYBALL,120.3,156.83,126.98,135.71,12.34,169.54,96.98,0,0,0,0,0,low
CYCLING,147.39,143.02,139.18,75.26,16.69,177.94,83.59,0,0,0,0,0,low
BOXING,132.14,136.17,150.59,104.41,20.71,162.25,73.03,0,1,0,1,1,moderate
SWIMMING,138.8,158.18,99.33,148.56,4.69,174.48,94.38,0,0,0,0,0,low
HOCKEY,136.12,138.63,99.21,88.43,27.4,166.93,82.29,0,0,0,0,0,low
TRACK,141.4,160.41,82.05,54.73,8.17,174.27,90.54,0,0,0,0,0,low
TRACK,139.83,165.24,93.07,59.67,8.57,177.71,92.16,0,0,0,0,0,low
AMERICAN_FOOTBALL,131.41,144.43,105.3,121.21,21.49,174.18,77.22,0,0,0,1,0,low
SOCCER,125.65,150.15,125.71,56.61,16.73,161.44,81.14,0,1,0,0,1,moderate
CYCLING,100.02,124.03,92.25,85.78,48.32,152.69,62.02,0,1,1,1,2,high
CRICKET,89.95,120.14,108.04,171.8,32.34,160.82,70.9,0,1,1,1,1,moderate
VOLLEYBALL,65.29,112.21,64.54,172.96,42.93,153.19,50.41,1,1,1,1,3,critical
GYMNASTICS,55.44,57.08,85.49,182.97,74.85,139.03,56.32,1,1,1,1,3,critical
TRACK,135.21,165.89,72.79,60.93,14.04,172.6,93.03,0,0,0,0,0,low
TENNIS,84.32,109.12,64.64,181.49,43.39,149.03,46.88,1,1,1,1,3,critical
SWIMMING,120.95,140.9,112.33,181.26,16.89,161.86,77.85,0,1,0,1,1,moderate
TENNIS,90.04,108.79,54.43,179.85,60.53,146.79,35.43,0,1,1,1,3,critical
RUGBY,127.65,149.15,106.69,96.24,25.67,171.33,82.48,0,0,0,0,0,low
RUGBY,71.35,97.14,44.83,158.43,60.45,144.19,38.85,1,1,1,1,3,critical
BASEBALL,148.28,147.86,100.42,164.28,26.38,168.62,80.45,0,0,0,0,0,low
BADMINTON,104.33,112.2,61.08,171.45,41.19,165.16,62.83,1,1,1,1,2,high
TENNIS,137.66,152.53,130.09,148.57,17.63,169.51,81.39,0,0,0,0,0,low
AMERICAN_FOOTBALL,126.21,143.72,104.78,89.3,35.46,167.7,88.64,0,0,1,0,0,low
VOLLEYBALL,71.63,104.12,58.35,179.22,53.0,142.73,43.12,0,1,1,1,3,critical
BADMINTON,68.47,101.57,50.57,174.64,40.83,144.01,35.5,1,1,1,1,3,critical
